name,type,activity_code,activity,budget,memberships,zip,registerNumber,interestPercentage,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125
TMF - Technologie- und Methodenplattform für die vernetzte medizinische Forschung e.V. (TMF),,ACT_PRIVATE_ORGA,"Privatrechtliche Organisation mit Gemeinwohlaufgaben (z. B. eingetragene Vereine, Stiftungen)",60000.0,['R004644'],10117.0,R002841,0.1666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Atlantik-Brücke e.V.,,ACT_PRIVATE_ORGA,"Privatrechtliche Organisation mit Gemeinwohlaufgaben (z. B. eingetragene Vereine, Stiftungen)",50000.0,[],10117.0,R002357,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spotify Belgium NV,,ACT_ORGANIZATION,Unternehmen,50000.0,[],,R003968,0.2857142857142857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Customer Service & Call Center Verband Deutschland e. V. (CCV),,ACT_TRADE_ASSOC,Wirtschaftsverband oder Gewerbeverband/-verein,50000.0,[],10178.0,R000903,0.1923076923076923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
German Council of Shopping Places e.V.,ORGANIZATION,ACT_TRADE_ASSOC,Wirtschaftsverband oder Gewerbeverband/-verein,50000.0,['R002399'],10961.0,R000576,0.1666666666666666,"{'name': 'German Council of Shopping Places e.V.', 'phoneNumber': '+4930166364990', 'organizationEmails': ['office@gcsp.de'], 'websites': ['www.gcsp.de'], 'legalRepresentatives': [{'commonFirstName': 'Ingmar', 'lastName': 'Behrens', 'function': 'Generalsekretär', 'phoneNumber': '+491715139239', 'organizationMemberEmails': ['ibehrens@gcsp.de']}], 'address.type': 'NATIONAL', 'address.street': 'Mehringdamm', 'address.streetNumber': '48', 'address.zipCode': '10961', 'address.city': 'Berlin', 'address.country.code': 'DE', 'legalForm.code': 'LF_EV', 'legalForm.code_de': 'Eingetragener Verein (e. V.)', 'legalForm.code_en': 'Registered association', 'legalForm.type': 'JURISTIC_PERSON'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ubisoft GmbH,,ACT_ORGANIZATION,Unternehmen,50000.0,[],40235.0,R003501,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zur Rose Group AG,,ACT_ORGANIZATION,Unternehmen,50000.0,['R002011'],,R001940,0.1666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lotto Rheinland-Pfalz GmbH ,,ACT_ORGANIZATION,Unternehmen,50000.0,[],56073.0,R003160,0.2307692307692307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Springer Nature Group,,ACT_ORGANIZATION,Unternehmen,50000.0,['R002065'],14197.0,R002217,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qualcomm France SARL,,ACT_ORGANIZATION,Unternehmen,50000.0,[],,R002901,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kapsch TrafficCom AG,,ACT_ORGANIZATION,Unternehmen,50000.0,[],,R003317,0.2307692307692307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LEONET,,ACT_ORGANIZATION,Unternehmen,50000.0,['R002709'],94469.0,R005847,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xiaomi Technology Germany GmbH,,ACT_ORGANIZATION,Unternehmen,50000.0,[],40547.0,R005169,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arvato Systems GmbH,,ACT_ORGANIZATION,Unternehmen,40000.0,"['R000672', 'R003013', 'R002189', 'R000479']",33333.0,R003976,0.1875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NVIDIA GmbH,,ACT_ORGANIZATION,Unternehmen,40000.0,"['R000672', 'R001564', 'R001426']",10623.0,R001253,0.21875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOTTO Hessen,,ACT_ORGANIZATION,Unternehmen,40000.0,[],65189.0,R002622,0.2631578947368421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDV GmbH,,ACT_ORGANIZATION,Unternehmen,40000.0,"['R000672', 'R001231']",99097.0,R003342,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Verband Sichere Digitale Identität e.V.,,ACT_TRADE_ASSOC,Wirtschaftsverband oder Gewerbeverband/-verein,40000.0,[],10969.0,R001919,0.2222222222222222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arvato Systems Digital GmbH,,ACT_ORGANIZATION,Unternehmen,40000.0,"['R000672', 'R003013', 'R002189', 'R000479']",4109.0,R004141,0.1875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Giesecke+Devrient Mobile Security GmbH,,ACT_ORGANIZATION,Unternehmen,40000.0,['R001299'],81677.0,R000771,0.4545454545454545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Börse Stuttgart GmbH,,ACT_ORGANIZATION,Unternehmen,40000.0,"['R001169', 'R000613', 'R001411', 'R001795']",70174.0,R004233,0.1739130434782608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gesellschaft für Informatik e.V.,,ACT_PRIVATE_ORGA,"Privatrechtliche Organisation mit Gemeinwohlaufgaben (z. B. eingetragene Vereine, Stiftungen)",40000.0,"['R001211', 'R003404', 'R002377', 'R004904', 'R003532', 'R004331', 'R004129', 'R000798', 'R001295']",10178.0,R000484,0.1627906976744186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sofatutor GmbH,,ACT_ORGANIZATION,Unternehmen,40000.0,"['R000672', 'R002111']",10245.0,R003143,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Power Plus Communications AG,,ACT_ORGANIZATION,Unternehmen,40000.0,"['R002101', 'R000672']",68167.0,R002998,0.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gesamtverband Kommunikationsagenturen GWA e.V.,,ACT_TRADE_ASSOC,Wirtschaftsverband oder Gewerbeverband/-verein,40000.0,"['R000328', 'R001795']",10405.0,R000129,0.2941176470588235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arbeitsgemeinschaft Privater Rundfunk,,ACT_TRADE_ASSOC,Wirtschaftsverband oder Gewerbeverband/-verein,40000.0,[],80801.0,R000967,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Verband Internet Reisevertrieb e. V. ,,ACT_TRADE_ASSOC,Wirtschaftsverband oder Gewerbeverband/-verein,40000.0,['R003104'],82008.0,R000389,0.1724137931034483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSMA,,ACT_TRADE_ASSOC,Wirtschaftsverband oder Gewerbeverband/-verein,40000.0,[],,R004315,0.1764705882352941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IDnow,,ACT_ORGANIZATION,Unternehmen,30000.0,"['R000672', 'R003421', 'R000798', 'R001100']",80469.0,R005812,0.2857142857142857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Freiwillige Selbstkontrolle Fernsehen (e.V.),,ACT_PRIVATE_ORGA,"Privatrechtliche Organisation mit Gemeinwohlaufgaben (z. B. eingetragene Vereine, Stiftungen)",30000.0,[],10785.0,R003527,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Allianz für Sicherheit in der Wirtschaft e.V. - ASW Bundesverband,,ACT_TRADE_ASSOC,Wirtschaftsverband oder Gewerbeverband/-verein,30000.0,[],10779.0,R000819,0.1875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DIWIMA GmbH,,ACT_ORGANIZATION,Unternehmen,30000.0,[],48151.0,R005358,0.217391304347826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VMware International Unlimited Company,,ACT_ORGANIZATION,Unternehmen,30000.0,[],,R004477,0.238095238095238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMG Rights Management GmbH,,ACT_ORGANIZATION,Unternehmen,30000.0,['R000912'],10117.0,R001050,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VOICE - Bundesverband der IT-Anwender e.V.,,ACT_PROFESSION_ASSOC,Berufsverband,30000.0,[],10115.0,R001245,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Penguin Random House Verlagsgruppe GmbH,,ACT_ORGANIZATION,Unternehmen,30000.0,[],81673.0,R004540,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Verbraucherzentrale Sachsen e. V.,,ACT_PRIVATE_ORGA,"Privatrechtliche Organisation mit Gemeinwohlaufgaben (z. B. eingetragene Vereine, Stiftungen)",30000.0,['R001211'],4109.0,R002275,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OVH GmbH,ORGANIZATION,ACT_ORGANIZATION,Unternehmen,30000.0,"['R000672', 'R002737']",50670.0,R004728,0.1627906976744186,"{'clientReferenceUrl': 'https://www.lobbyregister.bundestag.dehttps://www.lobbyregister.bundestag.de/suche/R002432', 'name': 'Dentons Global Advisors Deutschland GmbH (vormals Interel Deutschland GmbH) ', 'phoneNumber': '+49302888290', 'organizationEmails': ['germany@dentonsglobaladvisors.com', 'heiko.weiss@dentonsglobaladvisors.com', 'rebecca.riedel@dentonsglobaladvisors.com'], 'websites': ['https://www.dentonsglobaladvisors.com'], 'legalRepresentatives': [{'academicDegreeBefore': 'Dipl.-Volksw.', 'commonFirstName': 'Heiko', 'lastName': 'Weiß', 'function': 'Geschäftsführer (alleinvertretungsberechtigt)', 'phoneNumber': '+4917660189583', 'organizationMemberEmails': ['heiko.weiss@dentonsglobaladvisors.com']}, {'commonFirstName': 'Edward', 'lastName': 'Reilly', 'function': 'Chief Executive Officer ', 'phoneNumber': '+12027921921', 'organizationMemberEmails': ['edward.reilly@dentonsglobaladvisors.com']}, {'commonFirstName': 'Heather', 'lastName': 'Klink', 'function': 'General Counsel', 'phoneNumber': '+12027921922', 'organizationMemberEmails': ['heather.klink@dentonsglobaladvisors.com']}], 'address.type': 'NATIONAL', 'address.nationalAdditional1': 'c/o Regus ', 'address.street': 'Rahel-Hirsch-Straße', 'address.streetNumber': '10', 'address.zipCode': '10557', 'address.city': 'Berlin', 'address.country.code': 'DE', 'legalForm.code': 'LF_GMBH', 'legalForm.code_de': 'Gesellschaft mit beschränkter Haftung (GmbH)', 'legalForm.code_en': 'Limited liability company (GmbH)', 'legalForm.type': 'JURISTIC_PERSON'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Verbraucherzentrale Nordrhein-Westfalen e. V.,,ACT_PRIVATE_ORGA,"Privatrechtliche Organisation mit Gemeinwohlaufgaben (z. B. eingetragene Vereine, Stiftungen)",30000.0,"['R001211', 'R003173', 'R000859', 'R004273']",40215.0,R002030,0.1764705882352941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUTTER. GmbH,ORGANIZATION,ACT_ORGANIZATION,Unternehmen,30000.0,['R000129'],40217.0,R004001,0.5,"{'name': 'Salzgitter', 'phoneNumber': '+4953412101', 'organizationEmails': ['Verwaltung@butter.de'], 'websites': ['Salzgitter-Ag.com'], 'legalRepresentatives': [{'academicDegreeBefore': 'Dipl. -Ing. ', 'commonFirstName': 'Gunnar', 'lastName': 'Groebler', 'function': 'Vorsitzender des Vorstandes (CEO) ', 'phoneNumber': '+495341213805', 'organizationMemberEmails': ['Groebler.G@salzgitter-ag.de']}, {'academicDegreeBefore': 'Dipl.-Volkswirt', 'commonFirstName': 'Burkhard', 'lastName': 'Becker', 'function': 'Mitglied des Vorstandes, Ressort Finanzen (CFO)', 'phoneNumber': '+495341218896', 'organizationMemberEmails': ['becker.bu@salzgitter-ag.de']}, {'academicDegreeBefore': 'Dipl.-Ökonom', 'commonFirstName': 'Michael', 'lastName': 'Kieckbusch', 'function': 'Mitglied des Vorstandes, Ressort Personal (CPO)', 'phoneNumber': '+495341215000', 'organizationMemberEmails': ['kieckbusch.m@salzgitter-ag.de']}], 'address.type': 'NATIONAL', 'address.nationalAdditional1': 'Salzgitter AG', 'address.street': 'Eisenhüttenstraße', 'address.streetNumber': '99', 'address.zipCode': '38239', 'address.city': 'Salzgitter', 'address.country.code': 'DE', 'legalForm.code': 'LF_AG', 'legalForm.code_de': 'Aktiengesellschaft (AG)', 'legalForm.code_en': 'Stock company (AG)', 'legalForm.type': 'JURISTIC_PERSON'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eHealth-Tec GmbH,,ACT_ORGANIZATION,Unternehmen,30000.0,[],10437.0,R002868,0.1666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HAK Beratungs- und Vermögensgesellschaft mbH,ORGANIZATION,ACT_CONSULTING,"Beratungsunternehmen, selbständige Beraterin oder selbständiger Berater",30000.0,['R000328'],40221.0,R002681,0.3333333333333333,"{'clientReferenceUrl': 'https://www.lobbyregister.bundestag.dehttps://www.lobbyregister.bundestag.de/suche/R003461', 'name': 'BiPRO e.V.', 'phoneNumber': '+492132759010', 'organizationEmails': ['bipro@bipro.net'], 'websites': ['https://www.bipro.net/'], 'legalRepresentatives': [{'commonFirstName': 'Frank', 'lastName': 'Schrills', 'function': 'Geschäftsführender Präsident', 'phoneNumber': '+492132759010', 'organizationMemberEmails': ['bipro@bipro.net']}], 'address.type': 'NATIONAL', 'address.street': 'Marienburger Straße', 'address.streetNumber': '28', 'address.zipCode': '40667', 'address.city': 'Meerbusch', 'address.country.code': 'DE', 'legalForm.code': 'LF_EV', 'legalForm.code_de': 'Eingetragener Verein (e. V.)', 'legalForm.code_en': 'Registered association', 'legalForm.type': 'JURISTIC_PERSON'}","{'clientReferenceUrl': 'https://www.lobbyregister.bundestag.dehttps://www.lobbyregister.bundestag.de/suche/R003454', 'name': 'Service-now.com GmbH', 'phoneNumber': '+4969768056000', 'organizationEmails': ['legal-lobbying@servicenow.com'], 'websites': ['https://www.servicenow.de/'], 'legalRepresentatives': [{'commonFirstName': 'Russell ', 'lastName': 'Elmer', 'function': 'Director', 'phoneNumber': '+4969768056000', 'organizationMemberEmails': ['legal-lobbying@servicenow.com']}, {'commonFirstName': 'Mark', 'lastName': 'Cockerill', 'function': 'Director', 'phoneNumber': '+4969768056000', 'organizationMemberEmails': ['legal-lobbying@servicenow.com']}, {'commonFirstName': 'Mark', 'lastName': 'Alloy', 'function': 'Director', 'phoneNumber': '+4969768056000', 'organizationMemberEmails': ['legal-lobbying@servicenow.com']}], 'address.type': 'NATIONAL', 'address.street': 'Prielmayerstrasse', 'address.streetNumber': '3', 'address.zipCode': '80335', 'address.city': 'München', 'address.country.code': 'DE', 'legalForm.code': 'LF_GMBH', 'legalForm.code_de': 'Gesellschaft mit beschränkter Haftung (GmbH)', 'legalForm.code_en': 'Limited liability company (GmbH)', 'legalForm.type': 'JURISTIC_PERSON'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
